Bus,MessageID,Message,MessageLength,Time
0,0x3fc,0x00000000000004a8,8,0.0239560604095459
0,0x3fc,0x00000000000004a8,8,0.02398681640625
0,0x45a,0x6c02000000000000,8,0.023991823196411133
0,0x3fc,0x00000000000004a8,8,0.023995399475097656
0,0x620,0x1000000080260080,8,0.023998498916625977
0,0x3fc,0x00000000000004c0,8,0.024001598358154297
0,0x46c,0x5a12000000000000,8,0.024004220962524414
0,0x3fc,0x00000000000004b0,8,0.024007081985473633
0,0x3fc,0x00000000000004b0,8,0.02400994300842285
0,0x45a,0x6c02000000000000,8,0.02401256561279297
0,0x3fc,0x00000000000004c0,8,0.02401566505432129
0,0x610,0x2000006480fffd40,8,0.024018049240112305
0,0x615,0x2a00708800004946,8,0.024020910263061523
0,0x3fc,0x00000000000004c0,8,0.024023771286010742
0,0x46c,0x5a12000000000000,8,0.02402639389038086
0,0x63b,0x16002e07002cd26d,8,0.024029254913330078
0,0x3fc,0x00000000000004b8,8,0.024031877517700195
0,0x620,0x1000000080260080,8,0.024034738540649414
0,0x45a,0x6c02000000000000,8,0.024037599563598633
0,0x3fc,0x00000000000004b8,8,0.02404022216796875
0,0x622,0x1200000000000000,8,0.02404308319091797
0,0x623,0x1900800000f00000,8,0.024045467376708984
0,0x624,0x1a00570049400000,8,0.0240480899810791
0,0x3fc,0x00000000000004b8,8,0.02405071258544922
0,0x46c,0x5a12000000000000,8,0.024053573608398438
0,0x3fc,0x00000000000004b0,8,0.024056196212768555
0,0x611,0x2100001000005144,8,0.024058818817138672
0,0x614,0x2900fe00000013c8,8,0.02406144142150879
0,0x3fc,0x00000000000004b8,8,0.024064302444458008
0,0x45a,0x6c02000000000000,8,0.024066686630249023
0,0x3fc,0x00000000000004c0,8,0.02406930923461914
0,0x3fc,0x00000000000004b8,8,0.02407217025756836
0,0x46c,0x5a12000000000000,8,0.024074792861938477
0,0x620,0x1000000080260080,8,0.024077177047729492
0,0x3fc,0x00000000000004c0,8,0.024083852767944336
0,0x3fc,0x00000000000004b8,8,0.024086952209472656
0,0x610,0x2000006480fffd40,8,0.02409052848815918
0,0x45a,0x6c02000000000000,8,0.0240936279296875
0,0x3fc,0x00000000000004c0,8,0.024096965789794922
0,0x63b,0x16002e07002cd271,8,0.02409958839416504
0,0x3fc,0x00000000000004a0,8,0.02410292625427246
0,0x46c,0x5a12000000000000,8,0.024105548858642578
0,0x3fc,0x00000000000004c0,8,0.02410888671875
0,0x3fc,0x00000000000004b8,8,0.024111509323120117
0,0x45a,0x6c02000000000000,8,0.02411484718322754
0,0x620,0x1000000080260080,8,0.02411818504333496
0,0x3fc,0x00000000000004b8,8,0.024122953414916992
0,0x3fc,0x00000000000004b8,8,0.024126052856445312
0,0x46c,0x5a12000000000000,8,0.024129152297973633
0,0x3fc,0x00000000000004b8,8,0.024132251739501953
0,0x3fc,0x00000000000004c0,8,0.024135112762451172
0,0x45a,0x6c02000000000000,8,0.024138450622558594
0,0x3fc,0x00000000000004c8,8,0.024141788482666016
0,0x3fc,0x00000000000004a8,8,0.024144411087036133
0,0x46c,0x5a12000000000000,8,0.024147748947143555
0,0x610,0x2000006480fffd40,8,0.024150609970092773
0,0x620,0x1000000080260080,8,0.024153470993041992
0,0x3fc,0x00000000000004b8,8,0.024156808853149414
0,0x63b,0x16002e07002cd276,8,0.024159908294677734
0,0x45a,0x6c02000000000000,8,0.024163007736206055
0,0x3fc,0x00000000000004b0,8,0.024166345596313477
0,0x3fc,0x00000000000004c0,8,0.0241696834564209
0,0x622,0x1200000000000000,8,0.02417278289794922
0,0x623,0x1900800000f00000,8,0.02417612075805664
0,0x624,0x1a00570049400000,8,0.024179935455322266
0,0x46c,0x5a12000000000000,8,0.024183034896850586
0,0x3fc,0x00000000000004b0,8,0.024186372756958008
0,0x3fc,0x00000000000004c0,8,0.02418971061706543
